"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"INMT"	2.12337611659101e-76	0.875685781892958	0.484	0.241	4.96360401014314e-72	"2"	"INMT"
"CAPG"	8.07892774872857e-76	-0.547114348512827	0.063	0.381	1.88853015054279e-71	"2"	"CAPG"
"LOXL2"	1.37270360428262e-75	-0.711624603492429	0.047	0.354	3.20883194537106e-71	"2"	"LOXL2"
"TMEM158"	7.04345235785055e-75	-0.800099507777511	0.042	0.342	1.64647742317114e-70	"2"	"TMEM158"
"SGIP1"	9.14796669231883e-75	-0.609214538743173	0.034	0.333	2.13842869399645e-70	"2"	"SGIP1"
"SPATS2L"	1.02428850691339e-74	-0.681622988281717	0.555	0.85	2.39437681376074e-70	"2"	"SPATS2L"
"PALLD"	1.13280214078223e-74	-0.727033055439977	0.579	0.85	2.64803828429254e-70	"2"	"PALLD"
"PHLDA3"	1.13761922736708e-74	-0.558771081653212	0.141	0.488	2.6592987058933e-70	"2"	"PHLDA3"
"CLU"	1.47547224452397e-74	0.700622165299312	0.845	0.677	3.44906391879922e-70	"2"	"CLU"
"MXRA5"	5.4820043715447e-74	-0.747390356759334	0.313	0.67	1.28147334189229e-69	"2"	"MXRA5"
"PTTG1IP"	1.77616373664224e-73	-0.606474917968629	0.326	0.7	4.15196035077489e-69	"2"	"PTTG1IP"
"LBH"	1.94836954835806e-73	-0.690099020844201	0.149	0.488	4.5545086562418e-69	"2"	"LBH"
"CMTM3"	2.00044951467931e-73	-0.661148031715165	0.22	0.569	4.67625078551437e-69	"2"	"CMTM3"
"TGFBI"	2.28787859012061e-73	-0.989148883199226	0.146	0.472	5.34814499226593e-69	"2"	"TGFBI"
"HLA-B"	2.76223454674129e-73	-0.562502401615915	0.844	0.989	6.45699947646244e-69	"2"	"HLA-B"
"NFIB"	3.29174078706317e-73	0.729515780421325	0.685	0.478	7.69477326383885e-69	"2"	"NFIB"
"ADIRF"	3.88554203125058e-73	1.37082503029284	0.736	0.613	9.08284305225136e-69	"2"	"ADIRF"
"ITIH5"	7.74855209728493e-73	0.705856063900123	0.391	0.17	1.81130153826133e-68	"2"	"ITIH5"
"BSG"	9.16092695896984e-73	-0.541228130914307	0.607	0.908	2.14145828592879e-68	"2"	"BSG"
"SPRY2"	1.91006518953646e-72	0.768489881933933	0.384	0.166	4.46496838706043e-68	"2"	"SPRY2"
"COLEC11"	1.95186721261587e-72	1.11045555555956	0.462	0.215	4.56268479621086e-68	"2"	"COLEC11"
"TMEM45A"	2.04205048659879e-72	-0.626924659211351	0.282	0.643	4.77349721747333e-68	"2"	"TMEM45A"
"BHLHE40"	7.07667611856965e-72	-0.661707183036865	0.19	0.538	1.65424380947684e-67	"2"	"BHLHE40"
"CYGB"	8.07287798219074e-72	0.829098742188002	0.625	0.395	1.88711595711691e-67	"2"	"CYGB"
"MYC"	1.21047002914851e-71	1.05174735421232	0.575	0.351	2.82959474013756e-67	"2"	"MYC"
"KDELR3"	1.45930972108048e-71	-0.527070214810654	0.132	0.471	3.41128240399774e-67	"2"	"KDELR3"
"LIFR"	1.213483683141e-70	0.619068138540219	0.285	0.095	2.8366394577104e-66	"2"	"LIFR"
"CNN2"	1.22055965242393e-70	-0.605655870532054	0.321	0.68	2.85318024350618e-66	"2"	"CNN2"
"SFRP1"	1.23914121029759e-70	0.821874790178839	0.326	0.114	2.89661649319165e-66	"2"	"SFRP1"
"RHOBTB3"	1.28730753915905e-70	0.799797510343289	0.731	0.624	3.0092101035382e-66	"2"	"RHOBTB3"
"USP53"	1.68860831308135e-70	0.917025791348103	0.403	0.19	3.94729079265896e-66	"2"	"USP53"
"PODNL1"	1.78524646810715e-70	-0.470981601673836	0.033	0.322	4.17319214384727e-66	"2"	"PODNL1"
"SKIL"	3.13149073173648e-70	-0.586485448503959	0.234	0.593	7.32017273450718e-66	"2"	"SKIL"
"PDLIM1"	3.4938934040928e-70	0.781434689470256	0.715	0.585	8.16732522140733e-66	"2"	"PDLIM1"
"DIO2"	6.6138667984585e-70	-0.802855351551948	0.047	0.338	1.54605750280766e-65	"2"	"DIO2"
"GJA1"	7.65960096760476e-70	-0.668795034076684	0.156	0.489	1.79050832218729e-65	"2"	"GJA1"
"FKBP10"	9.15690336659529e-70	-0.569794870747623	0.324	0.694	2.14051773097531e-65	"2"	"FKBP10"
"ABRACL"	1.14509980671576e-69	-0.476716918746209	0.083	0.395	2.67678530817876e-65	"2"	"ABRACL"
"MGST1"	1.61224430681047e-69	0.933374730456445	0.469	0.244	3.76878229160015e-65	"2"	"MGST1"
"RAI14"	1.6983055880129e-69	-0.535557742941543	0.065	0.365	3.96995914253896e-65	"2"	"RAI14"
"PHLDA1"	2.52867473781997e-69	1.11578401407399	0.732	0.578	5.91103006712797e-65	"2"	"PHLDA1"
"PERP"	2.55927210731194e-69	-0.615241060532273	0.203	0.544	5.98255447805238e-65	"2"	"PERP"
"OSTC"	3.35517703092391e-69	-0.604473849497407	0.653	0.872	7.84306182748773e-65	"2"	"OSTC"
"ALDOA"	3.86452068230235e-69	-0.582850910465647	0.802	0.938	9.03370354694997e-65	"2"	"ALDOA"
"HLA-DRB1"	6.60960946918194e-69	-0.599586775574522	0.253	0.604	1.54506230951597e-64	"2"	"HLA-DRB1"
"GMNN"	7.17438063968562e-69	0.732217445327725	0.35	0.148	1.67708321833291e-64	"2"	"GMNN"
"CHN1"	1.76689009297949e-68	-0.576415250444945	0.017	0.285	4.13028228134885e-64	"2"	"CHN1"
"CCL2"	2.33585140418494e-68	1.86353278309907	0.595	0.388	5.46028624242272e-64	"2"	"CCL2"
"ENAH"	3.19363935317872e-68	-0.552526791402853	0.119	0.436	7.46545135199057e-64	"2"	"ENAH"
"KDELR2"	1.17905995465705e-67	-0.570948706954218	0.593	0.86	2.75617055000632e-63	"2"	"KDELR2"
"COL8A2"	9.96250342682975e-67	-0.566922007229184	0.037	0.313	2.32883480105572e-62	"2"	"COL8A2"
"PLAT"	1.60251883384223e-66	-0.711023752078919	0.301	0.644	3.74604802598961e-62	"2"	"PLAT"
"C19orf33"	1.8755870962422e-66	-0.437060861798418	0.011	0.271	4.38437239617577e-62	"2"	"C19orf33"
"PFN2"	3.14250496267667e-66	-0.491536167023056	0.187	0.527	7.34591960075298e-62	"2"	"PFN2"
"ATP5E"	3.38553050670666e-66	-0.479267336275312	0.948	0.983	7.91401611247749e-62	"2"	"ATP5E"
"RARRES1"	3.66460869556288e-66	-1.0897452846558	0.244	0.566	8.5663892867478e-62	"2"	"RARRES1"
"LHFP"	4.42281562350835e-66	0.73483379414457	0.784	0.706	1.03387738015131e-61	"2"	"LHFP"
"ZFP36"	1.01099254608469e-65	0.932220908886231	0.919	0.853	2.36329617572758e-61	"2"	"ZFP36"
"LAMA2"	2.44118051106414e-65	0.80902539382143	0.531	0.326	5.70650356266353e-61	"2"	"LAMA2"
"LEPRE1"	3.34117422985227e-65	-0.475010388098556	0.108	0.424	7.81032887970266e-61	"2"	"LEPRE1"
"OLFML3"	6.9368959203849e-65	0.830262554579218	0.791	0.708	1.62156879034918e-60	"2"	"OLFML3"
"SH3PXD2A"	8.10948498091513e-65	-0.530403666458682	0.167	0.496	1.89567320913872e-60	"2"	"SH3PXD2A"
"ENTPD1"	1.10823156549896e-64	-0.502872792455993	0.021	0.281	2.59060210751037e-60	"2"	"ENTPD1"
"LAPTM5"	1.12502169020137e-64	-0.479156529336748	0.032	0.3	2.62985070301472e-60	"2"	"LAPTM5"
"BMP1"	1.26696281814984e-64	-0.454484793234993	0.076	0.371	2.96165228370708e-60	"2"	"BMP1"
"GOLM1"	1.61004263124073e-64	-0.485891953386533	0.1	0.407	3.76363565478832e-60	"2"	"GOLM1"
"LSP1"	1.82641441532887e-64	0.825489866127125	0.461	0.26	4.26942633727277e-60	"2"	"LSP1"
"NFKBIA"	1.85679479575942e-64	0.575296565800905	0.868	0.78	4.34044351456722e-60	"2"	"NFKBIA"
"RGCC"	3.0334517086562e-64	1.41465533056145	0.677	0.509	7.09099671415474e-60	"2"	"RGCC"
"FOSB"	7.61319675581967e-64	1.02792234472491	0.696	0.491	1.77966087364041e-59	"2"	"FOSB"
"S100A16"	8.99834853011355e-64	-0.559428148608676	0.322	0.667	2.10345395239934e-59	"2"	"S100A16"
"FMO3"	1.06420158558314e-63	0.750336642013516	0.33	0.13	2.48767762645915e-59	"2"	"FMO3"
"DCN"	1.06496712256132e-63	0.629439770696843	0.999	0.998	2.48946714569935e-59	"2"	"DCN"
"VGLL4"	1.38216012111533e-63	-0.557302912219415	0.272	0.608	3.2309374991192e-59	"2"	"VGLL4"
"C15orf48"	2.2283089902533e-63	-0.455194819715751	0.014	0.265	5.20889509561611e-59	"2"	"C15orf48"
"BCAT1"	3.90714533350801e-63	-0.459108658849401	0.012	0.262	9.13334293160832e-59	"2"	"BCAT1"
"STMN1"	5.09688068171194e-63	-0.556524489973037	0.128	0.44	1.19144682815698e-58	"2"	"STMN1"
"RCN3"	8.06000924857218e-63	-0.562265469807753	0.423	0.752	1.88410776194623e-58	"2"	"RCN3"
"TOMM7"	9.69536036226246e-63	0.517702603005669	0.936	0.931	2.26638743828247e-58	"2"	"TOMM7"
"CDC42EP3"	1.26242080502781e-62	-0.537644746325425	0.103	0.396	2.95103487383302e-58	"2"	"CDC42EP3"
"TGM2"	1.47551407968073e-62	-0.809583217223563	0.108	0.403	3.44916171266168e-58	"2"	"TGM2"
"GSTM3"	1.98690912495264e-62	0.758233019726956	0.66	0.525	4.64459877048929e-58	"2"	"GSTM3"
"CD302"	3.39980714212882e-62	0.731293023567455	0.546	0.356	7.94738917544034e-58	"2"	"CD302"
"PDPN"	5.07242663748659e-62	-0.569701726411629	0.2	0.528	1.18573045077887e-57	"2"	"PDPN"
"RND3"	5.90205681634429e-62	1.14042158139631	0.579	0.393	1.37966480138864e-57	"2"	"RND3"
"NOX4"	6.39226447496652e-62	-0.46117917639309	0.04	0.304	1.49425574366817e-57	"2"	"NOX4"
"LEF1"	1.56774229663202e-61	-0.431058420843709	0.012	0.256	3.66475439260701e-57	"2"	"LEF1"
"SPTBN1"	1.82705097267857e-61	0.716198744388592	0.717	0.584	4.27091435373343e-57	"2"	"SPTBN1"
"PYCR1"	1.86407263554996e-61	-0.416234334821471	0.034	0.294	4.35745619286158e-57	"2"	"PYCR1"
"FSCN1"	2.32000207703574e-61	-0.463560949173879	0.054	0.328	5.42323685527874e-57	"2"	"FSCN1"
"ADAMTS2"	3.27503139788331e-61	-0.494979293949977	0.104	0.398	7.65571339569202e-57	"2"	"ADAMTS2"
"SLPI"	3.37574994796814e-61	-0.504738040803826	0.063	0.341	7.89115307837033e-57	"2"	"SLPI"
"SEC62"	3.58100643484778e-61	0.503846976179854	0.926	0.928	8.37096064210016e-57	"2"	"SEC62"
"CTSD"	4.86738539589908e-61	-0.570062404130992	0.442	0.764	1.13780001014537e-56	"2"	"CTSD"
"FCGRT"	9.90539431455176e-61	0.664778842471836	0.76	0.698	2.31548497496962e-56	"2"	"FCGRT"
"TMSB4X"	6.45426710503914e-60	0.508102935911778	1	1	1.50874947847395e-55	"2"	"TMSB4X"
"FCER1G"	7.94185777692095e-60	-0.519358732466792	0.061	0.333	1.85648867393304e-55	"2"	"FCER1G"
"PDIA4"	8.67299925700832e-60	-0.502334432540599	0.303	0.638	2.02740030631826e-55	"2"	"PDIA4"
"NNMT"	1.0300720200186e-59	-0.473235316315236	0.785	0.959	2.40789635399547e-55	"2"	"NNMT"
"CD81"	2.27770151575256e-59	0.641652907498413	0.863	0.851	5.32435506322317e-55	"2"	"CD81"
"UNC5B"	4.77012206711859e-59	-0.48307071829487	0.076	0.35	1.11506373440964e-54	"2"	"UNC5B"
"SCG5"	7.11283760395328e-59	-0.442631786603875	0.062	0.333	1.66269691830012e-54	"2"	"SCG5"
"TIMP3"	8.8357745712074e-59	0.478898964694765	0.959	0.889	2.06545066376544e-54	"2"	"TIMP3"
"GNG11"	4.58250236589301e-58	0.605336103944516	0.837	0.78	1.07120575305115e-53	"2"	"GNG11"
"TYROBP"	9.31387707670097e-58	-0.451904237035897	0.074	0.348	2.17721190544962e-53	"2"	"TYROBP"
"MATN2"	1.32061831660033e-57	0.624514371116001	0.304	0.12	3.08707737688493e-53	"2"	"MATN2"
"PTMA"	1.33946178125059e-57	-0.439946161406759	0.984	0.999	3.13112585985138e-53	"2"	"PTMA"
"LEPREL4"	1.36735802687238e-57	-0.421669123873353	0.078	0.352	3.19633612361688e-53	"2"	"LEPREL4"
"ATXN1"	1.90736085565233e-57	-0.406934487774766	0.077	0.354	4.45864673617289e-53	"2"	"ATXN1"
"IGFBP2"	3.21377630304213e-57	-1.17196747899462	0.143	0.423	7.51252348599128e-53	"2"	"IGFBP2"
"MARCKS"	3.78845567594432e-57	-0.571947370800013	0.527	0.798	8.85589398808745e-53	"2"	"MARCKS"
"TGFB1I1"	6.39645546019378e-57	-0.512788116238354	0.272	0.601	1.4952354283749e-52	"2"	"TGFB1I1"
"DAP"	6.95047978443555e-57	-0.4343675127637	0.166	0.483	1.62474415440965e-52	"2"	"DAP"
"MYOF"	7.61503348585809e-57	-0.440669992169869	0.128	0.425	1.78009022765419e-52	"2"	"MYOF"
"MMP7"	1.10697950047122e-56	-0.707180396286849	0.181	0.479	2.58767528030153e-52	"2"	"MMP7"
"TAX1BP3"	9.51032970237016e-56	-0.504486372700645	0.409	0.724	2.22313467122605e-51	"2"	"TAX1BP3"
"SOD3"	1.27182730735923e-55	0.461256747189703	0.797	0.604	2.97302351368293e-51	"2"	"SOD3"
"CFI"	1.83239415486922e-55	-0.483785506161167	0.197	0.501	4.28340457642229e-51	"2"	"CFI"
"TMEM167A"	1.89982590546077e-55	-0.478070146768968	0.308	0.634	4.4410330366051e-51	"2"	"TMEM167A"
"FSTL1"	1.98997881234589e-55	-0.541383762031024	0.737	0.922	4.65177447173976e-51	"2"	"FSTL1"
"SEC31A"	2.59031536748059e-55	-0.48957460784596	0.348	0.681	6.05512120302262e-51	"2"	"SEC31A"
"RPS25"	4.02330498825204e-55	0.29691502348835	1	0.998	9.40487774053796e-51	"2"	"RPS25"
"CREB3L1"	4.08364800163104e-55	-0.444606683348309	0.137	0.425	9.54593556861272e-51	"2"	"CREB3L1"
"LTBP4"	5.81354410803258e-55	0.80658951070396	0.664	0.54	1.3589740706937e-50	"2"	"LTBP4"
"RBM3"	8.80871821681519e-55	-0.472102207775422	0.58	0.843	2.05912597036272e-50	"2"	"RBM3"
"HOXB2"	1.10066054057067e-54	-0.414664667982019	0.114	0.399	2.572904079638e-50	"2"	"HOXB2"
"TWIST1"	1.40555225550325e-54	-0.481089638532712	0.043	0.286	3.2856189524644e-50	"2"	"TWIST1"
"RPL24"	4.97251562081318e-54	0.316609337479522	0.995	0.996	1.16237525152129e-49	"2"	"RPL24"
"NUAK1"	5.18374730831217e-54	-0.500161120892755	0.053	0.298	1.21175277079105e-49	"2"	"NUAK1"
"HLA-C"	1.09429345788124e-53	-0.475049272905884	0.896	0.972	2.55802038714319e-49	"2"	"HLA-C"
"MARVELD1"	1.75482877923518e-53	-0.434785921762223	0.156	0.453	4.10208775434016e-49	"2"	"MARVELD1"
"AQP1"	1.92163991920662e-53	0.630481263950424	0.397	0.21	4.4920254751374e-49	"2"	"AQP1"
"OLFM4"	2.67392844426987e-53	-0.49989568763954	0.056	0.303	6.25057513132525e-49	"2"	"OLFM4"
"MT1G"	2.98907858829125e-53	1.09832255071098	0.373	0.19	6.98727010798963e-49	"2"	"MT1G"
"SPON2"	3.47903631050289e-53	-0.516879074957172	0.524	0.811	8.13259527943155e-49	"2"	"SPON2"
"NT5DC2"	4.17779751797233e-53	-0.415310607240329	0.035	0.267	9.76601947801212e-49	"2"	"NT5DC2"
"SEC23A"	5.59851307095798e-53	-0.393320997720421	0.205	0.526	1.30870841546714e-48	"2"	"SEC23A"
"RPL32"	5.62366276911708e-53	0.27061500080894	1	1	1.31458740890881e-48	"2"	"RPL32"
"IGFBP7"	6.63032846873628e-53	0.482274223985003	0.999	1	1.54990558285179e-48	"2"	"IGFBP7"
"TUBB"	8.51235090338283e-53	-0.544772277491744	0.699	0.892	1.98984714717477e-48	"2"	"TUBB"
"ACVRL1"	1.89169045605603e-52	0.635099306749003	0.386	0.205	4.42201561007657e-48	"2"	"ACVRL1"
"PTS"	2.4390486027704e-52	-0.434572944158046	0.171	0.465	5.70152001383608e-48	"2"	"PTS"
"GALNT1"	5.39172994180268e-52	-0.499028866291848	0.16	0.442	1.26037079119579e-47	"2"	"GALNT1"
"TES"	5.50605455865759e-52	-0.371486581770901	0.042	0.278	1.2870953136318e-47	"2"	"TES"
"PRRX1"	1.22204289924827e-51	-0.493756574042097	0.35	0.664	2.85664748128276e-47	"2"	"PRRX1"
"MICAL2"	1.42423117236302e-51	-0.402049250563929	0.046	0.279	3.3292827885158e-47	"2"	"MICAL2"
"COL16A1"	1.71500542648455e-51	-0.475414857790793	0.228	0.535	4.00899668495028e-47	"2"	"COL16A1"
"HIF1A"	1.75958315369566e-51	-0.491499385980291	0.212	0.512	4.11320158007896e-47	"2"	"HIF1A"
"PLA2G16"	2.1154723740472e-51	-0.3884893995552	0.145	0.43	4.94512822157274e-47	"2"	"PLA2G16"
"SOD1"	2.6885417019271e-51	0.498043136628688	0.882	0.869	6.28473508242478e-47	"2"	"SOD1"
"PHLDA2"	3.76589056908926e-51	-0.426499323084712	0.09	0.351	8.80314579430306e-47	"2"	"PHLDA2"
"CLIC4"	3.80272325416637e-51	-0.459301622095741	0.305	0.624	8.88924587893932e-47	"2"	"CLIC4"
"MAP1B"	4.05683299675039e-51	0.678876926720508	0.699	0.543	9.4832528132037e-47	"2"	"MAP1B"
"TCF21"	6.62843617458487e-51	0.838979049959267	0.543	0.384	1.54946324017096e-46	"2"	"TCF21"
"SIK1"	7.12065896346016e-51	-0.436907581624188	0.111	0.379	1.66452523929845e-46	"2"	"SIK1"
"PXDN"	7.57169551292939e-51	-0.493672949924674	0.138	0.412	1.76995954310237e-46	"2"	"PXDN"
"TPM2"	8.77521666259245e-51	-0.585462324426522	0.796	0.95	2.05129464704761e-46	"2"	"TPM2"
"OGFRL1"	9.33123008520125e-51	0.646198004398544	0.265	0.107	2.18126834471664e-46	"2"	"OGFRL1"
"YIF1A"	1.48032699787824e-50	-0.422399674356363	0.293	0.624	3.46041239024018e-46	"2"	"YIF1A"
"CITED2"	1.94603092509607e-50	0.91818622252325	0.579	0.42	4.54904189050457e-46	"2"	"CITED2"
"EGFR"	2.33758521882584e-50	0.608986291482678	0.352	0.176	5.46433920752729e-46	"2"	"EGFR"
"C9orf16"	2.70659353797655e-50	-0.427788284978959	0.416	0.749	6.32693305437399e-46	"2"	"C9orf16"
"FZD1"	2.89087443890472e-50	-0.519086692099004	0.143	0.421	6.75770808838368e-46	"2"	"FZD1"
"MYL6"	7.4000337260131e-50	-0.432429849577084	0.987	0.995	1.72983188379282e-45	"2"	"MYL6"
"GUK1"	9.54239280880338e-50	-0.427310873090471	0.709	0.903	2.23062974298588e-45	"2"	"GUK1"
"ITGA11"	9.67156224567785e-50	-0.424815716245525	0.034	0.253	2.26082439054965e-45	"2"	"ITGA11"
"TTC3"	1.05078680411569e-49	-0.491706160458072	0.476	0.778	2.45631923330084e-45	"2"	"TTC3"
"TMEM59"	1.09361122697369e-49	0.487242744052023	0.906	0.895	2.5564256041737e-45	"2"	"TMEM59"
"UBB"	1.24796409260116e-49	0.433883928641294	0.97	0.974	2.91724086286446e-45	"2"	"UBB"
"PAMR1"	1.35037754310779e-49	0.511479028015383	0.258	0.098	3.15664254476877e-45	"2"	"PAMR1"
"FKBP11"	1.83024117796108e-49	-0.451097052802126	0.228	0.528	4.27837177760183e-45	"2"	"FKBP11"
"NRP2"	3.86584742422827e-49	-0.390944700849035	0.083	0.333	9.036804938876e-45	"2"	"NRP2"
"RPL28"	4.49848522746622e-49	-0.30054605251098	0.998	1	1.0515659067725e-44	"2"	"RPL28"
"YWHAH"	5.63895708739229e-49	-0.47791193069149	0.344	0.654	1.31816260874882e-44	"2"	"YWHAH"
"GGT5"	1.29162088098716e-48	0.62530031727815	0.729	0.616	3.01929297139559e-44	"2"	"GGT5"
"LMO7"	1.5405369137668e-48	-0.391462013678301	0.126	0.392	3.60115908962128e-44	"2"	"LMO7"
"SEC24D"	2.69308578500781e-48	-0.396517196357328	0.177	0.464	6.29535733103426e-44	"2"	"SEC24D"
"GADD45B"	3.65968830853957e-48	-0.707464380519053	0.431	0.714	8.55488739004209e-44	"2"	"GADD45B"
"MT-ND2"	3.79307784603353e-48	0.42269446982697	0.999	0.998	8.86669877288799e-44	"2"	"MT-ND2"
"IGF1"	5.84941423979492e-48	0.407028622316595	0.587	0.36	1.36735907269446e-43	"2"	"IGF1"
"FAT1"	1.1694364885539e-47	-0.372734568403996	0.06	0.292	2.7336747356436e-43	"2"	"FAT1"
"IQGAP1"	1.25522307833641e-47	-0.390687151640177	0.239	0.546	2.9342094679192e-43	"2"	"IQGAP1"
"NEAT1"	1.62710312930413e-47	-0.504149912034915	0.968	0.995	3.80351627506132e-43	"2"	"NEAT1"
"DCBLD1"	1.76915966695319e-47	-0.349096009305604	0.053	0.282	4.13558763746978e-43	"2"	"DCBLD1"
"ACTR2"	2.26320551556594e-47	-0.40687980948948	0.24	0.539	5.29046921318693e-43	"2"	"ACTR2"
"PDGFRA"	6.271146790465e-47	0.596300826707871	0.725	0.619	1.4659432737391e-42	"2"	"PDGFRA"
"HDLBP"	7.83968599643915e-47	-0.428860591027048	0.379	0.695	1.83260499852762e-42	"2"	"HDLBP"
"HN1"	8.44822944302583e-47	-0.36173691146886	0.146	0.415	1.97485811460172e-42	"2"	"HN1"
"SEPT8"	8.62545234007514e-47	-0.366898029729329	0.095	0.342	2.01628573901597e-42	"2"	"SEPT8"
"SERF2"	1.45438232694561e-46	-0.30679907266972	0.997	0.999	3.39976412746806e-42	"2"	"SERF2"
"TGFB3"	1.61125387741352e-46	-0.464711778407858	0.123	0.38	3.76646706384184e-42	"2"	"TGFB3"
"SYTL2"	3.2629219094361e-46	-0.419043657293687	0.11	0.357	7.62740625549783e-42	"2"	"SYTL2"
"PRKCDBP"	4.1819656040564e-46	-0.480416550476941	0.568	0.815	9.77576279604224e-42	"2"	"PRKCDBP"
"FXYD5"	4.57296126928037e-46	-0.384593914336131	0.283	0.6	1.06897542630698e-41	"2"	"FXYD5"
"RABAC1"	4.81925270854202e-46	-0.390630322759038	0.695	0.903	1.12654851314878e-41	"2"	"RABAC1"
"TGIF1"	5.71740598904885e-46	-0.406670993852272	0.236	0.534	1.33650082400006e-41	"2"	"TGIF1"
"IFI27"	7.64205754497522e-46	-0.776503294998674	0.614	0.831	1.78640737171341e-41	"2"	"IFI27"
"PMEPA1"	7.66083703494819e-46	-0.412276752697792	0.215	0.504	1.79079726528949e-41	"2"	"PMEPA1"
"TUBA1C"	7.95157730409597e-46	-0.390231702856459	0.165	0.439	1.85876071060548e-41	"2"	"TUBA1C"
"ANXA4"	9.85812801175314e-46	0.73801642747823	0.718	0.666	2.30443600402741e-41	"2"	"ANXA4"
"GAS1"	1.81083659376924e-45	-0.628842294999322	0.246	0.518	4.23301162159497e-41	"2"	"GAS1"
"MT-ND1"	1.84609480173238e-45	0.415065532090672	0.997	0.995	4.31543120852962e-41	"2"	"MT-ND1"
"CASC4"	3.78036117875057e-45	-0.355223064563089	0.248	0.551	8.83697229144733e-41	"2"	"CASC4"
"LAMP5"	4.21766810046763e-45	-0.495431354522952	0.108	0.352	9.85922095165314e-41	"2"	"LAMP5"
"RHOA"	4.49064877824444e-45	-0.401614336837104	0.71	0.889	1.04973405840242e-40	"2"	"RHOA"
"CAP1"	5.13757191760139e-45	-0.437544894795173	0.466	0.747	1.2009588114585e-40	"2"	"CAP1"
"CCL5"	5.44645442550408e-45	-0.571516170938053	0.063	0.286	1.27316318650583e-40	"2"	"CCL5"
"RGS16"	6.63532824747053e-45	-1.33232714444894	0.125	0.357	1.55107433112871e-40	"2"	"RGS16"
"EEF1A1"	7.5950502294029e-45	-0.247133603129431	1	1	1.77541894162522e-40	"2"	"EEF1A1"
"HSPA5"	1.71150908357478e-44	-0.592217955396695	0.591	0.825	4.00082363376441e-40	"2"	"HSPA5"
"WDR1"	2.33799780870538e-44	-0.372934650814698	0.274	0.576	5.46530367762969e-40	"2"	"WDR1"
"COL15A1"	2.84291545322323e-44	0.821266762649839	0.585	0.434	6.64559916345462e-40	"2"	"COL15A1"
"BACE2"	3.12226933200645e-44	-0.327359234402631	0.123	0.379	7.29861679049828e-40	"2"	"BACE2"
"AK1"	3.44262161020532e-44	-0.385287663346721	0.167	0.437	8.04747227601595e-40	"2"	"AK1"
"PPP1R14B"	3.63430399705757e-44	-0.367381128852215	0.131	0.382	8.49554902352177e-40	"2"	"PPP1R14B"
"CSGALNACT2"	4.67255301280078e-44	-0.335140826567022	0.103	0.35	1.09225599227231e-39	"2"	"CSGALNACT2"
"CCND1"	6.74031293824723e-44	0.676814280624783	0.466	0.307	1.57561555244467e-39	"2"	"CCND1"
"C9orf142"	7.63088376147247e-44	-0.327234965234366	0.178	0.459	1.78379538808181e-39	"2"	"C9orf142"
"STAT2"	8.81758671101635e-44	-0.356156446923659	0.155	0.42	2.06119906956718e-39	"2"	"STAT2"
"TPST1"	9.44765831207254e-44	-0.312725443719513	0.129	0.388	2.20848460703008e-39	"2"	"TPST1"
"NET1"	1.33069933945079e-43	-0.347521282529692	0.053	0.266	3.11064277590016e-39	"2"	"NET1"
"FBLN1"	1.39994396227788e-43	0.629749557575734	0.972	0.953	3.27250900622077e-39	"2"	"FBLN1"
"RIN2"	1.61501332326608e-43	-0.474475098188189	0.121	0.366	3.77525514446679e-39	"2"	"RIN2"
"SERPINA1"	2.03683719642204e-43	-0.721593558541265	0.128	0.363	4.76131063035615e-39	"2"	"SERPINA1"
"HLA-DQB1"	3.85632505714509e-43	-0.360711603733156	0.068	0.291	9.01454545358236e-39	"2"	"HLA-DQB1"
"HILPDA"	4.16741169815374e-43	-0.704449489220779	0.076	0.295	9.74174158560418e-39	"2"	"HILPDA"
"TNXB"	7.24418733969227e-43	0.667077260121952	0.325	0.157	1.69340123252646e-38	"2"	"TNXB"
"FOSL2"	1.40981443526532e-42	-0.391823614885296	0.25	0.542	3.29558222387621e-38	"2"	"FOSL2"
"C2orf40"	2.36588475406191e-42	0.857724716653871	0.312	0.152	5.53049220109512e-38	"2"	"C2orf40"
"SOCS2"	3.37931562817681e-42	0.565473946065697	0.331	0.171	7.89948821242611e-38	"2"	"SOCS2"
"FBLN2"	4.54041311293324e-42	-0.395766833155954	0.383	0.685	1.06136696927928e-37	"2"	"FBLN2"
"FKBP14"	5.13118938543682e-42	-0.323913967267688	0.103	0.338	1.19946683073971e-37	"2"	"FKBP14"
"SEPT11"	5.19215653368593e-42	-0.43795633017005	0.522	0.793	1.21371851131442e-37	"2"	"SEPT11"
"CTSA"	5.92775188197227e-42	-0.389712910060511	0.321	0.615	1.38567127992984e-37	"2"	"CTSA"
"CTSZ"	6.71690739495795e-42	-0.371441220466948	0.248	0.535	1.57014427264537e-37	"2"	"CTSZ"
"MYADM"	8.31487855428116e-42	0.791915820857451	0.716	0.676	1.94368601084876e-37	"2"	"MYADM"
"TAPBP"	1.01838147749593e-41	-0.339676113667518	0.275	0.575	2.38056854179449e-37	"2"	"TAPBP"
"ANKRD10"	1.03068080739973e-41	-0.343718559752315	0.222	0.506	2.4093194553776e-37	"2"	"ANKRD10"
"SDF2L1"	1.16529476843757e-41	-0.362453656262747	0.163	0.422	2.72399305069967e-37	"2"	"SDF2L1"
"CD276"	1.20344111131389e-41	-0.311938901852297	0.107	0.345	2.81316394180735e-37	"2"	"CD276"
